make,model,year,price,odometer
Land-Rover,Range Rover,2015,29000.0,173359
SEAT,Ibiza,2013,7490.0,91000
Tesla,Model 3,2020,23980.0,57319
Alfa-Romeo,Giulia,2017,17490.0,100435
Ford,Galaxy,2009,4500.0,228000
Dacia,Lodgy,2012,6470.0,102410
Cadillac,Seville,1980,7900.0,85000
SEAT,Leon,2021,21890.0,22677
Mercedes-Benz,CLA 200,2019,23880.0,46995
Dacia,Jogger,2023,16900.0,72392
Honda,Jazz,2013,7945.0,135000
Jeep,Avenger,2024,25990.0,1
SEAT,Arona,2019,13390.0,80707
Skoda,Karoq,2019,16400.0,127411
Nissan,Qashqai,2018,18900.0,37000
Citroen,C3,2022,12500.0,31674
Citroen,C4,2021,17100.0,19541
Skoda,Octavia,2021,22449.0,92450
Lexus,LBX,2025,32990.0,15
Citroen,C3,2021,11990.0,57031
Skoda,Octavia,2016,9800.0,134400
Volvo,C30,2009,2499.0,242039
Ford,Focus,2024,25270.0,5095
Volvo,V90,2021,29990.0,105900
Land-Rover,Range Rover Sport,2015,28490.0,174900
Honda,Civic,2017,16990.0,119200
Lexus,ES 300,2023,42990.0,2500
Ford,EcoSport,2019,10900.0,80215
SEAT,Arona,2020,10490.0,76700
Citroen,DS4,2023,29990.0,20800
Skoda,Octavia,2021,24890.0,89000
SEAT,Ateca,2024,21900.0,10
SEAT,Leon,2018,16900.0,73375
Nissan,Qashqai,2011,6400.0,157190
SEAT,Arona,2023,19490.0,5900
Dodge,Challenger,2022,52900.0,4900
Dacia,Spring,2023,13500.0,2500
Land-Rover,Range Rover Evoque,2022,29950.0,46500
Lexus,UX 250h,2020,18990.0,93697
Toyota,Proace,2023,46990.0,30317
Dacia,Duster,2020,11800.0,67709
Ford,Puma,2020,16900.0,22000
Audi,A3,2021,20950.0,81000
Peugeot,RCZ,2012,15490.0,42100
BMW,X1,2015,10500.0,191717
CUPRA,Formentor,2022,26190.0,26776
Fiat,500,2022,13470.0,19926
Volvo,S80,2008,24990.0,74005
Jeep,Grand Cherokee,2016,13499.0,93450
Mercedes-Benz,CLS 250,2016,27490.0,125000
Porsche,Macan,2016,34950.0,130000
CUPRA,Formentor,2023,31990.0,20925
Alfa-Romeo,Stelvio,2017,24900.0,99000
Land-Rover,Range Rover Sport,2020,87490.0,29000
Rolls-Royce,Cullinan,2025,698530.0,32
BMW,M2,2020,52950.0,58000
Lexus,NX 350h,2024,56900.0,3901
Fiat,Panda,2022,12400.0,8291
Lexus,NX 300,2018,23500.0,52039
Ford,EcoSport,2020,13894.0,42846
Hyundai,KONA,2022,19760.0,92120
Dodge,Durango,2021,45687.0,47625
Porsche,Macan,2016,25900.0,262336
Jaguar,F-Pace,2017,19900.0,83268
Renault,Talisman,2018,17677.0,62000
Chevrolet,Orlando,2012,3990.0,369014
Renault,Captur,2022,17500.0,45000
Kia,Picanto,2024,14450.0,10
Citroen,C3,2012,5999.0,112918
Skoda,Fabia,2013,6690.0,62400
Dacia,Duster,2024,19990.0,200
Kia,Carens,2015,6990.0,211957
Kia,Ceed SW / cee'd SW,2024,24220.0,2
Alfa-Romeo,Giulia,2020,36900.0,35000
Volvo,XC60,2019,22900.0,145416
Toyota,Corolla,2021,17950.0,41000
Tesla,Model 3,2020,20950.0,90908
Dodge,RAM,2019,71935.0,39855
Jeep,Compass,2020,15250.0,104880
Citroen,C4 Cactus,2019,13250.0,61303
CUPRA,Ateca,2020,33350.0,37900
Ford,Focus,2020,17990.0,20173
Renault,Kangoo,2008,1895.0,306876
Toyota,RAV 4,2017,14500.0,124431
Tesla,Model 3,2021,33980.0,28700
Renault,Koleos,2009,2888.0,248175
Land-Rover,Discovery Sport,2021,29980.0,72297
Skoda,Karoq,2020,17490.0,81750
Fiat,Grande Punto,2008,2950.0,98550
BMW,520,2010,3900.0,351332
Volvo,XC90,2021,48950.0,59800
Kia,ProCeed / pro_cee'd,2020,19999.0,74990
Mercedes-Benz,C 180,2019,26900.0,38220
Dacia,Duster,2019,12600.0,82000
Ford,Kuga,2022,25970.0,18923
Opel,Insignia,2015,12450.0,124400
Renault,Captur,2020,13900.0,60400
Dacia,Jogger,2025,21995.0,10
Suzuki,Vitara,2024,27299.0,32
Jeep,Renegade,2022,24995.0,20000
Tesla,Model X,2020,57500.0,40000
Peugeot,5008,2020,21900.0,50000
Suzuki,Vitara,2017,11600.0,185193
Skoda,Superb,2019,19390.0,79698
Land-Rover,Range Rover Evoque,2019,29500.0,63300
Audi,A6,2021,39970.0,98800
Tesla,Model 3,2019,26950.0,107153
Toyota,Yaris,2001,1900.0,140000
Honda,Insight,2010,5999.0,252116
CUPRA,Leon,2024,35985.0,1510
Rolls-Royce,Ghost,2023,379990.0,6100
Jaguar,F-Pace,2018,18500.0,149988
Maserati,Ghibli,2017,33900.0,74662
Honda,Jazz,2020,19900.0,13600
Hyundai,i30,2023,17990.0,11702
Chevrolet,Aveo,2007,3456.0,61750
Hyundai,iX20,2012,8950.0,46433
Jeep,Grand Cherokee,2018,29900.0,85500
CUPRA,Formentor,2024,33900.0,14
Cadillac,XT4,2022,35888.0,33556
Rolls-Royce,Silver Shadow,1973,18990.0,97700
Jeep,Compass,2023,29800.0,1
Fiat,500e,2022,13388.0,9821
Ford,Transit,2023,29950.0,51650
Peugeot,3008,2023,26890.0,10096
BMW,X2,2018,15900.0,123600
Alfa-Romeo,MiTo,2019,15500.0,49600
Honda,Civic,2009,6950.0,158299
Jaguar,E-Pace,2023,47500.0,19000
Jaguar,XE,2017,24941.0,26042
Volvo,V40,2014,13249.0,79293
Nissan,Note,2006,1499.0,261828
Audi,Q3,2021,31800.0,34500
Peugeot,3008,2017,14790.0,132282
Honda,Civic,2022,24790.0,18647
SEAT,Ibiza,2023,16990.0,8500
Volvo,S60,2024,33890.0,12080
Volkswagen,Polo,2016,9490.0,47736
Toyota,Aygo X,2024,13490.0,11973
Audi,A6,2014,14900.0,118859
Jaguar,F-Type,2014,44900.0,79000
Renault,Trafic,2020,22480.0,77400
Alfa-Romeo,Tonale,2022,28450.0,27435
CUPRA,Formentor,2022,24980.0,38959
Chevrolet,Chevelle,1970,69900.0,23292
Opel,Corsa,2022,12990.0,8536
Citroen,C5 Aircross,2021,16990.0,88000
Volkswagen,Golf GTI,2021,25555.0,54000
Citroen,Berlingo,2019,13550.0,34460
Dacia,Duster,2021,14690.0,98261
Tesla,Model 3,2020,18999.0,134421
Dacia,Jogger,2024,20590.0,1213
Dodge,RAM,2021,51900.0,94013
Volvo,XC60,2019,27900.0,56250
Hyundai,KONA,2019,14950.0,59125
Skoda,Kamiq,2024,25390.0,9980
Suzuki,Vitara,2024,20990.0,10592
Honda,CR-V,2020,22838.0,56893
Suzuki,Swift,2024,16390.0,10
Honda,HR-V,2016,12900.0,80000
Audi,A3,2020,20900.0,41000
Opel,Grandland X,2020,16990.0,41000
Skoda,Kamiq,2020,19490.0,53000
Tesla,Model X,2023,84950.0,39738
Toyota,Corolla,2019,14690.0,35500
Corvette,C7,2016,78000.0,22500
Lamborghini,Revuelto,2024,685000.0,3200
Suzuki,Splash,2008,2950.0,140976
CUPRA,Formentor,2023,28490.0,11800
Fiat,500,2007,4995.0,114454
Renault,Scenic,2018,11900.0,99900
BMW,118,2019,21900.0,13000
Cadillac,Escalade,2018,85000.0,84000
Cadillac,CTS,2011,27000.0,45000
BMW,M550,2015,22950.0,179697
Honda,Civic,2020,17830.0,63480
Opel,Insignia,2021,16890.0,43200
Jeep,Renegade,2022,15400.0,61703
Peugeot,308,2022,17900.0,49194
Lexus,UX 250h,2023,29990.0,33900
Fiat,Tipo,2021,16900.0,36469
Corvette,C8,2025,189950.0,10
Citroen,C5 Aircross,2020,19989.0,55750
Tesla,Model S,2019,29950.0,198661
Jeep,Compass,2022,25900.0,18763
BMW,X1,2017,13900.0,160000
Alfa-Romeo,Giulietta,2017,13900.0,90000
Hyundai,i30,2024,25990.0,10
Jaguar,F-Pace,2023,47400.0,27500
Mercedes-Benz,Vito,2022,24599.0,279000
Peugeot,208,2022,12700.0,58372
Mercedes-Benz,GLC 220,2020,34989.0,108450
Chevrolet,Aveo,2011,2499.0,146286
Dodge,RAM,2022,74999.0,22500
Renault,Trafic,2021,24400.0,99990
Volvo,V50,2004,2800.0,206000
Toyota,Yaris,2021,30490.0,28826
Fiat,500e,2023,16250.0,14520
Chevrolet,Spark,2011,2920.0,75000
Dodge,RAM,2019,29999.0,94000
Dacia,Sandero,2017,8750.0,21419
Opel,Crossland X,2018,12921.0,39311
Nissan,Townstar,2024,30990.0,1500
Chevrolet,Tahoe,2015,44499.0,83655
Tesla,Model 3,2021,32900.0,61837
Fiat,500,2023,12990.0,16474
SEAT,Ibiza,2020,10780.0,55456
Jaguar,I-Pace,2020,29950.0,21581
Cadillac,SRX,2006,8900.0,133900
Nissan,Townstar,2025,25390.0,10
Jeep,Avenger,2023,28985.0,14280
CUPRA,Formentor,2023,24499.0,22400
Lexus,NX 300h,2016,18799.0,102208
Jeep,Compass,2022,20900.0,92000
Honda,Civic,2018,39950.0,69500
Dacia,Duster,2023,24863.0,19122
Skoda,Octavia,2020,17649.0,88575
Toyota,Aygo,2011,3495.0,175460
Citroen,C3,2006,3750.0,73274
SEAT,Ibiza,2022,14490.0,10816
Hyundai,KONA,2024,25990.0,0
Jeep,Compass,2014,9945.0,133207
Land-Rover,Discovery Sport,2020,32950.0,57086
Audi,Q2,2016,12990.0,204000
Opel,Astra,2021,14700.0,86072
Audi,A4,2014,9980.0,229985
Kia,Sportage,2020,19880.0,64870
SEAT,Ateca,2020,21950.0,43459
Volkswagen,Passat Variant,2010,5490.0,183272
Fiat,500C,2022,15995.0,9487
Audi,A7,2018,26980.0,145480
Jaguar,F-Pace,2024,49990.0,10238
Toyota,Corolla,2020,23990.0,37974
Porsche,911,2021,125990.0,69500
Opel,Astra,2020,11980.0,64395
Hyundai,i20,2021,15350.0,34000
Volkswagen,Golf,2010,3950.0,277772
Honda,Jazz,2015,6950.0,212036
Tesla,Model 3,2022,33690.0,10281
Audi,A3,2010,7890.0,184277
Ferrari,Roma,2023,229900.0,13179
Rolls-Royce,Ghost,2013,120000.0,83000
Suzuki,S-Cross,2024,28895.0,15200
Peugeot,Rifter,2020,17890.0,26812
Jeep,Compass,2019,14900.0,125600
Volkswagen,Tiguan,2021,28900.0,108001
Toyota,Avensis,2010,3980.0,306600
Dodge,Challenger,2021,41470.0,33000
Hyundai,TUCSON,2025,33840.0,20
Kia,Stinger,2018,23900.0,124637
Corvette,C6 Coupe,2006,25999.0,259083
Jeep,Renegade,2022,18690.0,48000
Land-Rover,Discovery Sport,2018,17980.0,87631
Bentley,Mulsanne,2012,99850.0,71049
Volkswagen,Polo,2018,8999.0,228497
Tesla,Model 3,2020,23980.0,57319
Alfa-Romeo,Giulia,2017,18600.0,110000
Renault,Clio,2017,10600.0,87264
BMW,320,2017,14500.0,144000
Suzuki,Alto,2012,5495.0,170530
Jeep,Cherokee,2016,18900.0,59571
Dodge,Challenger,2024,47890.0,2900
Audi,Q2,2020,19800.0,29700
BMW,X2,2018,15850.0,191000
SEAT,Arona,2021,13900.0,34343
Corvette,Z06,2007,63800.0,999999
Volkswagen,T5 Caravelle,2009,16498.0,113000
Jaguar,F-Type,2020,45487.0,27551
Jaguar,F-Type,2020,73550.0,31900
Skoda,Octavia,2014,3899.0,376761
Skoda,Kamiq,2022,19950.0,32700
Skoda,Fabia,2010,2950.0,145000
Kia,Stonic,2019,16250.0,36341
Jeep,Avenger,2023,22800.0,11000
Volvo,XC90,2021,40900.0,54762
Kia,XCeed,2023,24780.0,28908
Ferrari,575,2004,135000.0,28000
Skoda,Superb,2018,14910.0,89333
Dodge,Charger,2008,24900.0,68611
Ferrari,Portofino,2020,184900.0,69000
Corvette,C8,2023,95535.0,6816
Lexus,CT 200h,2021,21495.0,38984
Citroen,Berlingo,2018,12900.0,69900
Jaguar,XF,2017,19700.0,101000
Skoda,Karoq,2021,19999.0,166465
Mercedes-Benz,EQE 350,2023,46780.0,8864
Ford,Galaxy,2013,10499.0,140000
BMW,i3,2022,21995.0,14495
Tesla,Model S,2018,33500.0,147000
Dacia,Duster,2020,13750.0,60158
Mercedes-Benz,E 200,2019,30999.0,44548
Dodge,Charger,2017,29900.0,99243
Jaguar,F-Type,2022,54900.0,9000
Chevrolet,Tahoe,2006,12900.0,168200
Lexus,NX 300h,2016,20990.0,154500
Jaguar,S-Type,2003,8500.0,224000
Jaguar,XJ,2018,29800.0,128000
Hyundai,i30,2010,3990.0,195038
Honda,Jazz,2024,24790.0,5500
Renault,Clio,2019,9990.0,33000
Lamborghini,Aventador,2021,599999.0,21908
Skoda,Scala,2020,19970.0,43093
SEAT,Leon,2018,11778.0,72018
Opel,Adam,2014,6390.0,93500
Volkswagen,Touran,2022,18899.0,144906
Jeep,Compass,2023,28666.0,33000
Lamborghini,Huracán,2021,272000.0,11900
Renault,Megane,2014,7950.0,97088
Land-Rover,Range Rover Evoque,2020,33200.0,50938
Bentley,Continental GT,2006,35900.0,172525
Volvo,C40,2023,33890.0,34542
Volvo,V60 Cross Country,2020,29800.0,93063
Peugeot,208,2021,10900.0,96545
Cadillac,Eldorado,1969,22990.0,126000
Volkswagen,Tiguan,2019,24950.0,51700
Peugeot,408,2024,25990.0,16059
Land-Rover,Range Rover Evoque,2018,19300.0,117583
Audi,e-tron,2021,33930.0,55917
Peugeot,308,2019,13449.0,36231
Renault,Megane,2019,11900.0,128162
Dodge,RAM,2023,65990.0,45000
SEAT,Leon,2024,24880.0,20
Peugeot,208,2013,7650.0,139930
SEAT,Ateca,2021,20950.0,110000
Audi,A3,2020,15990.0,70000
Dodge,RAM,2022,58020.0,20349
Peugeot,2008,2019,13740.0,53426
Fiat,Panda,2024,12950.0,9547
Dacia,Spring,2023,14000.0,2500
Nissan,Qashqai,2020,21950.0,41200
Dacia,Duster,2011,4000.0,215000
Nissan,Leaf,2018,11900.0,106496
Volvo,V60,2013,3900.0,224000
Jeep,Compass,2024,32490.0,25529
Honda,Jazz,2019,14990.0,54100
Kia,Stonic,2020,14990.0,55440
Hyundai,TUCSON,2015,12900.0,118000
Hyundai,i20,2016,12880.0,58566
Dacia,Sandero,2024,16800.0,10
Hyundai,TUCSON,2023,33580.0,35
Bentley,Continental GT,2014,76199.0,54500
Honda,CR-V,2008,8250.0,187732
Fiat,Seicento,2000,695.0,156002
Land-Rover,Defender,2023,68900.0,34000
Renault,Wind,2012,4500.0,95000
Jaguar,XF,2018,13480.0,229780
Jaguar,F-Type,2020,69950.0,7450
BMW,318,2010,9900.0,99100
Toyota,Urban Cruiser,2009,5939.0,165067
Hyundai,i10,2020,9444.0,71875
Land-Rover,Discovery Sport,2016,16300.0,99000
Citroen,C3,2021,11400.0,70000
Citroen,C3 Aircross,2019,14950.0,32504
Alfa-Romeo,Tonale,2024,29500.0,2000
Corvette,Stingray,1981,20000.0,67544
Tesla,Model S,2015,25990.0,98000
Skoda,Karoq,2020,22800.0,55479
Kia,Rio,2014,7445.0,127116
Peugeot,208,2024,15980.0,13350
Tesla,Model 3,2019,16500.0,154402
Land-Rover,Range Rover Sport,2015,26900.0,159000
Citroen,C3,2011,5499.0,173727
Opel,Adam,2018,9770.0,76800
Honda,HR-V,2019,18990.0,30000
Fiat,500C,2013,5990.0,154286
Hyundai,i20,2024,16985.0,10
Hyundai,i10,2021,11999.0,19628
Peugeot,408,2024,25440.0,15500
Nissan,Qashqai,2016,14900.0,84578
Land-Rover,Discovery Sport,2021,22980.0,89899
Opel,Grandland X,2022,16950.0,78384
Audi,A5,2014,14250.0,87100
Honda,HR-V,2024,27990.0,3350
Jeep,Wrangler,2021,59440.0,37435
Honda,HR-V,2017,15900.0,93875
Fiat,500,2023,12900.0,25044
Kia,Sportage,2015,11990.0,107944
Skoda,Octavia,2010,4950.0,300000
Nissan,Juke,2024,17999.0,10000
Tesla,Model 3,2019,24850.0,108392
Dodge,RAM,2019,52337.0,67562
Renault,Twingo,2005,3600.0,49452
Peugeot,2008,2022,14990.0,50828
Volkswagen,up!,2017,5980.0,132750
Rolls-Royce,Spectre,2024,459800.0,9550
Nissan,Qashqai,2025,28800.0,1
Jeep,Renegade,2022,14499.0,80000
Jeep,Compass,2018,17500.0,95661
Ford,Focus,2017,8000.0,108000
Audi,Q7,2006,1650.0,350998
Ford,Focus,2015,8499.0,72533
Opel,Mokka,2022,16899.0,18275
Alfa-Romeo,Tonale,2022,29100.0,41000
SEAT,Ateca,2017,14490.0,52000
Jeep,Avenger,2024,22999.0,1
Peugeot,5008,2015,7900.0,166000
CUPRA,Formentor,2021,27995.0,79836
Suzuki,Ignis,2021,13990.0,41585
BMW,320,2009,3499.0,399500
Ford,Kuga,2019,12888.0,76000
Honda,Civic,2019,19900.0,38833
Audi,A6,2014,14900.0,118859
Land-Rover,Range Rover Evoque,2017,17200.0,100741
Kia,XCeed,2022,19990.0,31500
Renault,Scenic,2022,21990.0,21037
Mercedes-Benz,A 180,2020,16990.0,119907
Suzuki,Ignis,2020,10500.0,97000
Ford,Mustang,2019,36999.0,93650
CUPRA,Leon,2021,20950.0,92252
Land-Rover,Range Rover Evoque,2017,19900.0,99000
Corvette,C3,1978,18500.0,124325
Chevrolet,Camaro,2018,41500.0,102000
Chevrolet,Suburban,2023,89950.0,24503
Toyota,Yaris,2020,15555.0,39700
Toyota,Aygo,2016,7790.0,37730
Ford,Grand C-Max,2015,8292.0,149634
Bentley,Continental GT,2022,199000.0,22900
CUPRA,Leon,2023,25900.0,7500
Tesla,Model X,2019,41800.0,67650
Ford,Ka/Ka+,2011,2800.0,192381
Renault,Clio,2020,17695.0,52698
Land-Rover,Range Rover Sport,2023,90900.0,28756
Peugeot,5008,2018,20600.0,62520
Jaguar,E-Pace,2021,29900.0,31750
Land-Rover,Range Rover,2011,22950.0,150000
Alfa-Romeo,Giulia,2019,19900.0,108320
Jeep,Compass,2020,20190.0,24000
Fiat,Panda,2017,5900.0,110000
BMW,X1,2017,19950.0,87700
SEAT,Leon,2020,20990.0,80120
Citroen,C3,2012,4499.0,192301
Chevrolet,Camaro,2019,33000.0,61000
Mercedes-Benz,Citan,2012,6998.0,175000
Honda,Accord,2006,4400.0,289000
Chevrolet,Spark,2011,3599.0,63000
Nissan,Note,2014,8950.0,113342
Mercedes-Benz,CLA 250,2022,30750.0,55200
Chevrolet,Corvette,2014,59848.0,57425
Toyota,Yaris,2007,3439.0,229877
Jeep,Grand Cherokee,2015,21890.0,145850
Audi,Q5,2020,29980.0,62878
Hyundai,i30,2021,30785.0,20253
Ferrari,488,2017,199999.0,29156
Renault,Captur,2013,7950.0,198001
Citroen,C4,2021,16990.0,38000
SEAT,Arona,2018,14950.0,27000
Opel,Grandland X,2020,14490.0,47044
Citroen,C5 Aircross,2023,20450.0,13300
Mercedes-Benz,GLC 200,2021,40995.0,65000
Peugeot,3008,2019,11999.0,197991
Toyota,Prius,2010,9950.0,126470
Corvette,Z06,2016,85500.0,45500
Mercedes-Benz,A 200,2019,25900.0,33900
Jaguar,E-Pace,2021,33380.0,31590
Rolls-Royce,Silver Shadow,1975,12800.0,85295
Lexus,CT 200h,2019,18990.0,87958
Rolls-Royce,Ghost,2010,128990.0,50000
Ford,C-Max,2017,9900.0,100000
Citroen,C3,2021,14190.0,61804
SEAT,Exeo,2009,2590.0,406000
Citroen,C4 Aircross,2015,8380.0,165000
Cadillac,Deville,1971,12500.0,174044
Dodge,RAM,2018,34990.0,161000
Bentley,Arnage,2005,59900.0,52000
BMW,X1,2020,20000.0,139356
Land-Rover,Range Rover Evoque,2019,28441.0,79607
Renault,Clio,2020,12000.0,36150
Cadillac,CTS,2013,24500.0,80000
Kia,Ceed / cee'd,2011,3945.0,208348
Ford,Edge,2019,21880.0,76700
Dacia,Jogger,2024,19990.0,1230
Cadillac,SRX,2008,4950.0,191018
Rolls-Royce,Ghost,2010,149000.0,37879
Toyota,Corolla,2020,18990.0,47780
Lamborghini,Huracán,2024,359000.0,1400
Lamborghini,Urus,2020,199999.0,99900
Jeep,Renegade,2017,17700.0,87737
Dacia,Duster,2017,11990.0,59130
CUPRA,Formentor,2022,33995.0,34633
Ford,Fiesta,2018,9950.0,109469
Nissan,Micra,2007,4980.0,100000
Kia,Ceed / cee'd,2009,2490.0,190000
Volkswagen,Polo,2017,9800.0,77058
Tesla,Model 3,2020,29090.0,67000
Peugeot,3008,2022,21900.0,82455
Kia,e-Niro,2021,24980.0,42000
Renault,ZOE,2020,9960.0,31100
Honda,CR-V,2020,32900.0,11889
Nissan,Micra,2019,12698.0,13225
Kia,Rio,2021,11900.0,50869
SEAT,Altea,2007,3100.0,168643
Hyundai,TUCSON,2022,29990.0,25921
Nissan,X-Trail,2020,25390.0,41514
Cadillac,STS,2008,9999.0,47000
BMW,218,2014,7900.0,241800
Volkswagen,Polo,2023,19995.0,37361
Land-Rover,Range Rover Evoque,2024,49900.0,0
Corvette,C4,1987,9500.0,132000
Renault,Megane,2022,16990.0,67047
Nissan,370Z,2013,27950.0,46000
CUPRA,Leon,2024,23790.0,9400
Chevrolet,Camaro,2024,115000.0,1
CUPRA,Leon,2023,24990.0,27500
Kia,Picanto,2021,10570.0,24567
Renault,Grand Scenic,2020,17990.0,89368
Mercedes-Benz,C 200,2021,23950.0,90000
SEAT,Arona,2023,16850.0,33000
Renault,Captur,2022,19500.0,19689
Dodge,RAM,2023,47480.0,32790
Honda,CR-V,2010,5950.0,360000
Nissan,Qashqai,2020,17989.0,48750
Lexus,UX 250h,2022,28990.0,53676
Lexus,UX 250h,2019,18980.0,119377
Land-Rover,Range Rover Evoque,2019,29995.0,40023
Jeep,Compass,2021,18999.0,85000
Jeep,Grand Cherokee,2018,27500.0,103632
Land-Rover,Range Rover Evoque,2018,29900.0,92381
Fiat,Tipo,2016,10500.0,103000
BMW,640,2013,16880.0,266000
Skoda,Karoq,2021,24981.0,55172
Toyota,Proace,2018,13888.0,97547
Citroen,Ami,2022,6300.0,280
Jaguar,Daimler,1999,9990.0,174300
Dodge,Challenger,2015,36900.0,74890
Alfa-Romeo,Giulietta,2012,6990.0,179703
Toyota,RAV 4,2020,27600.0,92530
Dodge,Challenger,2020,74900.0,31000
Opel,Karl,2018,8949.0,52309
BMW,525,2012,10990.0,228000
Cadillac,Escalade,2022,119000.0,36790
Jeep,Compass,2019,17990.0,85900
Jeep,Compass,2021,21900.0,30500
Ford,Mondeo,2010,2300.0,290000
Renault,Megane,2021,16980.0,68950
Opel,Astra,2012,4900.0,171000
Nissan,Qashqai,2019,15450.0,104748
Audi,A4,2001,2980.0,218800
Kia,Stonic,2021,15900.0,19450
Alfa-Romeo,4C,2015,71900.0,9400
Toyota,RAV 4,2017,19490.0,86754
Audi,A5,2012,15890.0,159043
Fiat,500,2012,5950.0,124636
Tesla,Model 3,2019,29990.0,21626
Dodge,RAM,2013,21950.0,178524
Land-Rover,Discovery Sport,2019,16000.0,135509
Nissan,X-Trail,2018,18900.0,112000
Cadillac,ATS,2018,18399.0,99650
SEAT,Tarraco,2019,24989.0,124750
Mercedes-Benz,CLA 200,2022,29850.0,24114
Suzuki,Baleno,2019,11100.0,69000
Dacia,Lodgy,2020,9400.0,114000
Volkswagen,T-Cross,2022,17990.0,17709
CUPRA,Formentor,2023,28600.0,22664
Volkswagen,Golf,2011,4950.0,210500
Ford,Focus,2009,2990.0,239800
Kia,Ceed SW / cee'd SW,2016,9950.0,153085
Porsche,Cayenne,2021,69900.0,47931
Lexus,UX 300e,2022,29999.0,20
Renault,Twingo,2019,8490.0,15615
Land-Rover,Range Rover Evoque,2020,25350.0,65850
Land-Rover,Range Rover Sport,2005,7500.0,248000
Opel,Crossland,2021,12783.0,32607
Nissan,Juke,2019,16650.0,35822
Peugeot,2008,2021,16990.0,80700
Dacia,Sandero,2023,14990.0,18387
Land-Rover,Discovery Sport,2016,14900.0,127967
Maserati,Levante,2018,38900.0,82706
Toyota,Proace,2020,37490.0,53994
CUPRA,Formentor,2022,24850.0,52000
Fiat,Tipo,2017,8500.0,70000
Land-Rover,Range Rover Sport,2013,19995.0,199504
Land-Rover,Range Rover Evoque,2016,11999.0,258313
Lexus,LX 600,2024,172900.0,7900
Jeep,Avenger,2024,26800.0,10
Suzuki,Swift,2024,25495.0,1504
Maserati,GranCabrio,2019,139000.0,7693
Dacia,Spring,2022,10740.0,30705
Alfa-Romeo,159,2009,5900.0,150930
Audi,A5,2018,25900.0,97999
Skoda,Kamiq,2020,20950.0,58600
Mercedes-Benz,A 150,2009,6800.0,63642
Lexus,NX 300,2015,23990.0,63400
Opel,Crossland,2022,13900.0,26700
Jaguar,E-Pace,2019,25900.0,81000
BMW,520,2008,4499.0,287500
Audi,A3,2017,14990.0,125000
Land-Rover,Discovery Sport,2021,38950.0,57500
CUPRA,Formentor,2023,27550.0,16290
Jeep,Grand Cherokee,2025,69490.0,10
Jeep,Renegade,2016,16250.0,88604
Ford,C-Max,2015,6950.0,145114
Mercedes-Benz,CLA 200,2020,16998.0,204000
Nissan,X-Trail,2020,22900.0,51285
Honda,HR-V,2024,28990.0,10
Citroen,C3,2021,9990.0,63000
Cadillac,XT5,2018,27490.0,62200
Renault,Twingo,2019,9890.0,13730
Audi,Q3,2016,14900.0,155000
Rolls-Royce,Silver Shadow,1973,12500.0,160000
Maserati,Levante,2018,35490.0,149000
Suzuki,Vitara,2017,11900.0,165000
BMW,218,2020,23900.0,75000
Suzuki,Liana,2006,3950.0,176946
Hyundai,i10,2015,6990.0,68330
Volvo,XC90,2024,86240.0,9900
BMW,520,2019,25990.0,89900
Audi,A4,2016,20999.0,78990
Ford,Focus,2019,18440.0,59355
Corvette,C7,2019,94999.0,19520
Tesla,Model S,2015,24950.0,213224
CUPRA,Formentor,2023,27950.0,13200
Peugeot,5008,2024,37980.0,2001
Peugeot,2008,2022,17600.0,20714
SEAT,Ibiza,2023,15570.0,22876
Ford,C-Max,2016,7999.0,128500
Porsche,Cayman,2006,31950.0,105402
Suzuki,SX4 S-Cross,2019,16995.0,47836
Volvo,XC60,2012,12000.0,151200
SEAT,Leon,2020,21410.0,50500
Kia,Carens,2015,6900.0,125400
Ford,Focus,2013,2599.0,288986
Renault,Kadjar,2017,12470.0,56243
SEAT,Leon,2021,19690.0,13117
CUPRA,Formentor,2024,27890.0,20741
Mercedes-Benz,GLB 180,2022,33499.0,14500
Volkswagen,Tiguan Allspace,2023,34550.0,65134
Skoda,Octavia,2021,26999.0,156600
Fiat,500X,2023,21500.0,10
Mercedes-Benz,CLA 180,2019,22950.0,59904
Honda,Civic,2016,14590.0,12640
Honda,HR-V,1999,1895.0,291419
Nissan,Qashqai,2023,19950.0,37926
Toyota,Land Cruiser,2024,78780.0,400
Ferrari,F430,2005,107999.0,65095
Opel,Grandland X,2024,23900.0,7722
Fiat,Punto,2016,6900.0,89700
Dodge,Challenger,2021,55999.0,61400
Jaguar,F-Pace,2020,30700.0,71570
Hyundai,i30,2024,24910.0,5
Dodge,Challenger,2020,46470.0,36000
Alfa-Romeo,MiTo,2016,7499.0,99936
Cadillac,Deville,1969,28500.0,9850
Chevrolet,Kalos,2005,650.0,179500
Fiat,Punto Evo,2011,2950.0,195000
Honda,HR-V,2020,23000.0,42160
Lamborghini,Revuelto,2024,690000.0,5500
Honda,e,2023,23770.0,12700
CUPRA,Ateca,2022,31590.0,70000
Fiat,Punto,2018,8500.0,62000
Lexus,RX 450h,2021,46990.0,37636
Skoda,Kodiaq,2017,22950.0,142799
Alfa-Romeo,Tonale,2022,26900.0,62300
Audi,Q3,2020,30990.0,58000
Jeep,Renegade,2019,14700.0,61425
Alfa-Romeo,Alfetta,1982,10750.0,73349
Chevrolet,HHR,2008,5650.0,95400
Porsche,Cayenne,2019,67995.0,93375
BMW,530,2021,39990.0,34000
